3zzf NLG
6dj5 G52
6duf K5C
6g1w E0Z
1aq1 STU
1fkh SBX
1g27 BB1
1ikx PNU
1jlq SBN
1pfy MSP
1pmn 984
1tfz 869
1tt1 KAI
1u9x IHJ
1w5v BE3
2ayp 43A
2bed 736
2bkz SBC
2d1n FA4
2fm2 3BC
2fxu BID
2jf4 VDM
2q1q OSP
2wxi S30
2ydk YDK
2ywp A42
2zof BES
3bea IXH
3bu1 HSM
3byo AM9
3d8w D8W
3dz5 M8M
3faa 55F
3frz AG0
3g0b T22
3h0e H0E
3i1y 33N
3i4b Z48
3kb7 071
3l54 LXX
3nw6 LGW
3nww 3NW
3nxq RX4
3oaw OAW
3r4o FU3
3rtp 34I
3v5l 0G1
4alv R9P
4bcf T6Q
4bcg T3C
4dbn 0JA
4e4x T1Q
4eo8 0S3
4erw STU
4ge7 0K5
4jr5 1LS
4jze 1NK
4kip 1R9
4l33 F70
4loo SB4
4lop SB4
4loq SB4
4lxb 7R9
4ly9 1YY
4mbi 26K
4n5t 15-mer
4ona UW1
4op3 2UY
4qiz WWX
4qt1 3C9
4ufe 3ZD
4ufg D6J
4ufy M3W
4uwf EUT
4uwg RBQ
4ycl CZA
4yl3 4U9
4ytf 4HZ
4zyx 3YB
5brz 9-mer
5h2u 1N1
5hmh 62R
5jxq 6OK
5k00 6PV
5kez 11-mer
5o4y 16-mer
5tkd 7GL
5tkj 8-mer
5u4x 7VM
5u7k 7Y1
5v1y 16-mer
5vo1 9FS
6a1c 9NX
6ba7 D1Y
6cvw FH1
6dcg G67
6dn6 5-mer
6fod E05
6fyl 3NG
6fzx EEK
6g33 5ID
6miv JU1
6mob JWY
6o0h LBG
6ocw M6M
6qgh 1XJ
6qxu JKN
1c8l BIN
3g08 FEE
3w2s W2R
4elg 52I/52J
4zud OLM
5myx 16-mer
6a93 8NU
2g63 AAF
3hac 361
3krd FEB
3kwf B1Q
3rz8 RZ8
3zim KKR
4aac AAV
4ayy 9MX
4k5y 1Q5
4mxc DWF
4q09 V14
4q1e 2Y7/2Y8
4qjm V1F
4xct N73
4z0q 4K9
5eqq 5RS
5f62 5W1
5lhh 6X0
5owt F37
6fjf DKE
6hhi G4N
6pvs P0V
1dwd MID
2f80 017
2iiv 565
2pj3 86A
3ixk 929
3l3n LSW
3oe9 ITD
3wzj O43
4anb YQY
4kbk 1QG
4qlq 38N
5zjy 14-mer
6i97 0UE
6o2p VX7
1epq 0QF
1oky STU
1p03 5-mer
1w6j R71
2h5d 5-mer
2h65 6-mer
2r59 PH0
2wtw ZZL
2yj8 YJ8
2zir NH7
3blr CPB
3c5u P41
3g6h G6H
3hit DYN
3hpt YET
3roc 29A
4mc2 525
5a8x IUY
5aa9 5P8
5acy 9S3
5fl5 82E
5m25 7DU
5n1z 8GQ
5tco 79Q
5yc8 3C0
5zkc 3C0
6ayq TDI
6bik DTJ
6j63 NTD
6ng0 B49
6nv9 L3M
1ek2 CDU
1owd 497
1sqp MYX
2jds L20
2jdv L20
2jjr TAM
2jkk BI9
2pqj ADE
3cjf SAV
3dcr KVS
3k23 JZN
3qd4 3Q6
4abi 13-mer
4bhn BH9
4ezk 0SD
4gg7 0J8
4jr0 6-mer
5exm 5ST
5nob 92T
5nuu 9A5
5t2l 74H
5uor 8GV
5xxk 12-mer
5zo8 4C5
5zo9 4C5
6d1m FQY
6mul K4A
6q74 HKN
6rln K8K
6rn9 K9Z
1o0d 163
1onh WY4
2e9n 76A
2ff1 IMH
2ff2 IMH
3u6j 03X
3up7 0C9
3vhe 42Q
4hiq 16V
4hyu 1BK
4ixh Q21
4m6q 20T
4x5p 3XJ
5c4o 4F1
5fto YMX
5hhx 16-mer
5ivs 6EF
5tyo 7NM
5uvc 8PV
5wmg 6JF
5xff 
6c42 85M
6d6t FYP
6d6u FYP
6jpj FGF
6od6 M7D
6qab HUQ
6qac HUT
1ao8 MTX
1dth BAT
1dtq FPT
1efy BZC
1em6 CP4
1ets MID
1h1d BIA
1h1s 4SP
1jr1 MOA
1pl0 BW2
1rt2 TNK
1sje 16-mer
1u9v IHE
1w11 SK1
2az8 3TL
2c6o 4SP
2cbs R13
2cji GSK
2ow2 8MR
2qzx 6-mer
2v16 C47
2vvv H21
2zcs B70
3bym AM0
3d1y ROC
3d9v H52
3h0y 48B
3hhk 77Z
3i28 34N
3l3m A92
3le9 727
3nan HZ1
3pup OS1
3pz4 3PZ
3q77 2HY
3tti KBI
3u2q 12-mer
3upi 0C2
3v5t UW9
3whw RUX
3zbx 6XE
4a7c E46
4bci T3E
4bs4 A64
4bs5 MG2
4c4g 7RO
4c4h 7RO
4deg 0JJ
4e20 0MY
4gtt 7TQ
4h3g 10Q
4hym CJC
4i7c 14-mer
4j9a DOG
4kba 1QM
4kju 1RH
4lko 1WH
4lwv 20W
4otf 2VL
4pdk 3VV
4qyo 11-mer
4r3s 15-mer
4u0i 0LI
4x7n 3Z5
4xcu 40M
4xh2 18-mer
4yl0 4DZ
4ylj 4E1
5alz XQ9
5amg IW7
5csx 54J
5fck 5WC
5h3q 7HF
5hor 63K
5j6d 6H5
5k0s 0OU
5k8s CMP
5kya 6Y4
5l6o 6P6
5lgo 6VZ
5m0m 7CF
5n2d 8J8
5nb7 8NQ
5qcn BVM
5ul6 15-mer
5w8v 9YP
5xfj 
6atv 15-mer
6ax4 5-mer
6ckc F5J
6det ARG
6ffn D8K
6fni DXH
6gva FCQ
6hzv GYW
6ic5 HB5
6m9f 4-mer
6r8o JV2
1ero BJP
2w1f L0F
3e5a VX6
3f16 HS3
3qbn E9Z
4kfq KFQ
4ptg 2WG
4z1n 4KD
5ahj 7IM
6oyt NJV
1eve E20
1jd0 AZM
1ke6 LS2
1nmk SFM
1npv L27
1u9e 397
1ydb AZM
2gde SN3
3g4l ROF
3hll I45
4hmq FCE
4rfc 3O1
4x6m 3Y3
4z1e DF5
5a4c XOJ
5jog 6LT
6b5q 5-mer
6g34 5ID
6isd 5BQ
1auj PPB
1c1u BAI
1g4o BSB
1nvq UCN
2h5e GDP
2pbw DOQ
3ug2 IRE
3vjl W94
6bw5 TUM
6cpw F8V
6et8 BWH
6f6r CVE
6hp9 GKB
1iky MSD
2chm 3P4
2e2r 2OH
3cen FXA
3dpo 11-mer
3wc7 EF1
4di2 0K9
4uvy SGW
5ap0 AU5
5j86 6GW
6dtw H9Y
6gzm LCI
6hzu GYQ
1clu DBG
1wuq 8GT
2cbj OAN
3hek BD0
3tdc 0EU
4cps 1T8
4djy 0KR
4eb9 0O6
4l1a AB1
4lp6 Q4I
4xv2 P06
5nhj 8XE
6anl T75
6dug K5C
6gzh LCI
3l17 JZY
3nw7 LGV
3o95 01T
3tt4 E1S
4j3d 1JS
4mha 4MH
4oc2 2QQ
4oc3 2QP
4pov 2VY
5cei 50R
5gnk 80U
5kzq 6YS
5ne1 OK3
5qqp NR7
5tkk 8-mer
5v2q 19-mer
6a84 9SU
6mqc 8-mer
6nvj XL5
6o8u LS7
1a28 STR
2a4w BLM
4bj8 BTN
4wn1 3SJ
5j8i 6H4
5uey 88M
5v2p 19-mer
6ayo C1Y
6o95 LSV
1b6l PI4
1bzf TMQ
1dtt FTC
1hv5 RXP
1lqf BGD
1okz UCN
1q6t 600
1qbq HFP
1rej B1L
1rww OQB
1s17 GNR
1sve I01
1tft 997
1tom MIN
1u3r 338
1uv5 BRW
1yt9 OIS
1zzl TZY
2aeb ABH
2cen 4AH
2gv2 9-mer
2hrp 10-mer
2imd GSH
2iqg F2I
2nv7 555
2pe1 517
2pll ABH
2pvk P45
2qmd CS7
2rd6 78P
2rfn AM7
2rku R78
2v7a 627
2v95 HCY
2x81 ZZL
2ydj YDJ
2yoj 8Y6
3atu ADP
3bc5 ZAA
3bjm BJM
3cid 318
3d20 017
3fqe P5C
3fyj B97
3g0d XIH
3g0g RUM
3g86 T18
3gjw GJW
3gn7 3GN
3h5s H5S
3h98 B5P
3hku TOR
3hvi 619
3jy0 LYG
3lxl IZA
3ly2 Z72
3ocb XM1
3oct 1N1
3ot3 22K
3rvg 17P
3skf PB7
3tyq HI4
3zps EQM
4afg QMR
4az3 S35
4bea 13-mer
4cwr HAJ
4dus 0MP
4ejn 0R4
4elb 34R/34S
4emv 0R9
4fob 0US
4gfn SUY
4gtq 7TQ
4gtr 7TR
4hgs 15G
4i6f 1C7
4i6h 1C8
4jps 1LT
4jzd 1NJ
4kcg 1QC
4l4l 1XC
4lwu 20U
4n1u 2GE
4nus 2NK
4o0b 2QA
4o5b LF9
4ohk 2TE
4olh 2TO
4qo4 35S
4rx7 3YV
4wki 3PW
4x6p 3YU
4xhk 3YR
4ynk YW2
4ztr 4RJ
4zy6 4T6
5a0b JJX
5am3 AUB
5buj 4VB
5bvo 4VE
5cxh 55M
5e80 5KP
5he7 60X
5j7b 6GD
5j8z FC4
5jfr 6KP
5k76 6R1
5kcv 6S1
5kdr YT5
5khm XNH
5kpk 6VK
5t2b 74O
5tiu 7CU
5tqf 7KR
5uac RFP
5uox 8GY
5uy8 8UM
5v3h 8WG
5w5k K70
5x26 7XO
5x5o 7Z0
5xs2 8D6
5yea 8U9
5z1d 95U
5z1e 95U
5ztn CUR
6aaj 9T6
6b4w CQ7
6b8j 65C
6bfd DJS
6bkw DXM
6c4g EQG
6c6o ENG
6cmj F6J
6cn6 F7J
6en4 BGZ
6f23 C8Z
6hcv FYE
6jt3 C83
6ma3 JAJ
6q7a HKZ
6rna KA2
1rgj 13-mer
2hs2 017
3dc3 AZM
4acd GR9
4csj NN7
4ddl 0JQ
5dyw 5HF
5nxo 9HK
5oah 95B
5tnt 7GQ
6das G2D
6qav HVH
2dq7 STU
2fdd 385
2gj5 VD3
2qtb 474
2xhr C0P
2yi7 BZ8
3qak UKA
3tv6 B0R
4bbg V02
4gih 0X5
4jwk CTN
4kin 1M8
4pee 2OX
4z16 4LH
5a3u R8J
5c2a 4Y2
5czm R47
5eef TSN
5ehe WWO
6aam 9T6
6enm LPW
6oe3 M9A
1hwr 216
1u9q 186
2wj2 OL1
3ns7 3NS
3sdi 3SD
3sw2 FI1
4eev L1X
4htx 19F
4i33 17-mer
4z1k 4KB
5fky 2J4
6b5o 15-mer
6gcr EUW
1bzy IMU
1uwb TBO
2qci 065
2wxl ZS4
2xye CXG
3ay9 ADP
3f82 353
3lj7 OHO
3npc B96
4yhf 4C9
5es1 5RC
5ime 6BZ
5uit 8CD
5y24 6-mer
5ywg 92L
6g39 5ID
6jsg C6U
6mo4 JWM
1h23 E12
1mj7 HAL
2uwd 2GG
2zxa ZXA
3bgl RID
3m6p BB2
3nu5 478
4bf6 X0Q
4mvh 2F5
4yml 4F0
5amn DTQ
5edl VIB
5mi9 GDP
6bke DVJ
6cqf F97
6dtx H9Y
9hvp 0E9
1bb0 0IV
1d4j MSC
3d83 GK6
3g45 988
3kek 3EK
3oj8 OJ8
3r7o M61
3wiz LC6
4e6q 0NV
4g3f 0WB
4gzf 6-mer
4k19 1OD
4lts LTS
4y2b EPK
5dls 5CV
5k0x K0X
1ouy 094
2fjp S14
2nmy ROC
2nmz ROC
2nnk ROC
2nnp ROC
2xdw 3-mer
3h0z 45B
3q6k SRO
3t1a 5MA
3tcp CKJ
3wyx O38
4bao MVF
4v24 GYR
4ye3 G04
5efb 5OK
5hk1 61W
5m6u 7KA
5zk5 17-mer
6byz J18
6c0n K5C
6g9d ER8
6n7a KEV
1k21 IGN
1mu6 CDA
3hab 677
3qkd HI0
3zpu M8B
4a6b QG8
4ere 0R2
4g3e 0WC
4xv1 904
5d21 56N
5tq4 7GY
6g3a 5ID
6g97 EQZ
6hzx 10-mer
1it6 CYU
1lzq 0ZQ
1x7b 041
3dpk 8C5
4p1r 2KR
4qyg 3DW
4u3f Y52
5hcx 60B
5qtu QEV
6ayr BIG
6g9j ERK
1a4g ZMR
1aaq PSI
1b6m PI6
1fd0 254
1fq5 0GM
1fzk 9-mer
1jil 485
1k22 MEL
1mtr PI6
1nd5 2BF
1o47 822
1q3w ATU
1s64 778
1w4l GL8
1w5x BE5
1w7x 413
1z1h HBB
1zpa A83
2al5 FWD
2baj 1PP
2j95 GSX
2oic STU
2oqv MA9
2ovy PFJ
2pe2 464
2qbp 527
2rl5 2RL
2uwl 895
2vsl 4-mer
2xyn VX6
2y82 930
2zda 32U
3b68 B68
3bl7 DD1
3coh 83H
3d0e G93
3efw AK8
3ekn GS3
3el9 DR7
3eos PK2
3frg SK4
3gz9 D32
3k9x MBM
3kwz KWZ
3nrm NRM
3ook OOK
3qrj 919
3qxv MTX
3r2b 05B
3s4q NK0
3s74 03T
3str 3LI
3sww KXB
3ttz 07N
3u4w 5-mer
3vap 0FY
3zxz KRW
4aoi 4K0
4at3 LTI
4b8o 11-mer
4bck T3E
4bgh 3I6
4c61 LMM
4cnh 3U9
4dk5 0KO
4fzc 4-mer
4jai XU2
4jsr 1NQ
4l52 1UL
4lxk 1YT
4mqu MG9
4nh7 E0G
4nw6 2NS
4px6 2X6
4qmy STU
4ra5 3L0
4rcf 3LO
4ual 3FV
4uro NOV
4uyn Y3M
4x7k 3Z3
4z3v 4L6
5a3t MMK
5bmm 5-mer
5ccm 4ZX
5cs2 7-mer
5csw P06
5d9k 584
5dxu 5H5
5e91 5L4
5em6 5Q3
5fa7 5VR
5g57 6M5
5hd0 60Y
5hg7 630
5jrs 6MV
5laz 6ST
5ll4 6YH
5ody 9SK
5org 6DB
5ufi 8B1
5x28 7XU
6agt 9X0
6f3d CJT
6g2s EJN
6g9h ERW
6gue FB8
6n9p KHD
6oyw NKJ
6rfj K1E
6sdd 353
1e4h PBR
1g48 F6B
1i9p IOE
1i9q IOF
1w96 S1A
2am9 TES
2w6c BM4
3mvm 39P
3oxc ROC
4agd B49
4ngt J42
5ak2 85Z
6aah 9T6
6cvy FHD
6mum K47
6mzq TZ0
6mzw TZ0
6q9l HTZ
1bwb 146
1htg G37
1i9o IOC
2g5p ADF
2isc 223
4ezj 0SC
4hbp 17J
4ksy 1SY
4wa9 AXI
5c4s 4Y5
5icp 69Z
5vl2 9EG
6jsn C7O
1jje BYS
2c8w C7M
2xbv XBV
2za5 2FF
3nhi EAH
3qlb 2-mer
3tam M06
3u7s 017
4cqe CQE
4g3g 0WA
4y8x 4GR
4zk5 4P4
5dey 59T
5exl 5SS
5f2u 4-mer
5t66 C6S
6ps5 SNP
1bmn BM9
1ynd SFA
2rf2 MRX
2vc9 NOK
2xyf G40
3uhm RFN
3w1f 1O5
4bbe 3O4
4k1e 14-mer
4zae 4M1
5kqx ROC
5n0e 8F3
5v8q 97A
5voj 9H4
6b31 CFJ
1jq9 5-mer
6gbw EU5
1a3e 18-mer
1bgo I10
1iht 14-mer
1ld8 U49
1u3q 272
1u9w IHI
2mip 7-mer
2oh4 GIG
3bx5 304
3kdd JZQ
3kl6 443
3nam OTK
3q2g QGF
4css CWX
4he9 G52
4lge 1Y0
4u01 39W
5a09 JJD
5b4w 18-mer
5nxv 9E2
6h7n FVK
6o21 14-mer
1qkn RAL
2ds1 1CD
2oag DLI
2qo8 3CC
2wei VGG
3b28 B2X
3bhb 10-mer
3zln H0Y
5f94 3UO
5ohi 9V8
5qtt QEY
5v6y 16-mer
6a06 1SY
6d3q 4NG
6o4w E20
6q9o HU8
1i9l INV
1i9m INW
1w5y BE6
2hs1 017
2p3b 3TL
2r5p MK1
2uxz HI1
2yix YIX
3b1m KRC
3eqs 12-mer
3n3j WWV
3wqh SKK
4jpa AZ6
4nvq 2OD
4o0v 2OL
5ap2 PWU
5jh6 T92
5kr2 ROC
5n0d 8F2
5svk ATP
6b41 CJV
6fe1 V14
6jsf C7X
1akt FMN
1ec0 BED
2g5u PCQ
2ieo 017
2ihq LG7
2oqi GGO
3gfe P37
3pp1 IZG
3s45 478
3wyy O17
4a22 TD4
4ehe RI8
4hdf G52
4m2r BZ1
4mwu LNV
5fl1 DV1
5nx2 10-mer
5t28 74Q
5tkt 7DS
5tr6 7KG
5ufs 1TA
5vzy 15-mer
5x33 7Y9
7upj INU
3d3p 20A
3qd0 3Q4
5lxd 7A7
1cr6 CPU
1d8m BBH
1g05 BBH
1qpl 587
2rg5 279
2vh0 GSI
3i25 MV7
3tia LNV
3u8j 09O
3uol 0C7
3zpt M8Y
4nk9 2K5
5ij7 6BN
5k4i 6QB
5to8 7FM
6b1o C8S
6oe1 M8V
1b6p PI7
1d7x SPC
1fcy 564
1hbj FBQ
1i5r HYC
1jij 629
1jk7 OKA
1nfx RDR
1o44 852
1oit HDT
1q6p 213
1r78 FMD
1rhu 3CY
1rp7 TZD
1sps 11-mer
1ta2 176
1urw I1P
1w14 SH1
1xkk FMM
2b1p AIZ
2boh IIA
2bqw IIE
2bxt C2D
2fs9 C4A
2fvd LIA
2gbi XIH
2hfp NSI
2oc2 RX3
2ow3 BIM
2q64 1UN
2qmf CS9
2qu6 857
2v11 C80
2vaq VAW
2vf6 M0N
2vnm CM8
2vtp LZ9
2vvc LZF
2vw5 BC6
2w1g L0G
2wn9 ZY5
2wxp GD9
2xa4 AZ5
2xbj XBJ
2xfk AA9
3cic 316
3dcv 55E
3dya PZL
3h5u H5U
3hvh 542
3hvk 719
3i0r RT3
3ia6 UNT
3jzo 12-mer
3k84 K84
3lpi Z74
3m2w L8I
3ml5 AZM
3n23 OBN
3ns9 NS9
3ocg OCG
3pa4 C72
3psb SM6
3psd SM7
3sfc S53
3spk TPV
3suu OGN
3sx4 KXA
3t3v BK4
3tct 3MI
3ttm PUT
3u4u LNH
3umw 596
3zxh E41
4bae RWX
4bcb 4I4
4c4j X21
4dtk 7LI
4e1z 0MX
4e3l 0NB
4foc 0UU
4gjd 0N0
4gv1 0XZ
4h1e 10J
4h3i 10V
4h4m 494
4hyi 1AO
4izy 1J2
4j52 1J3
4jnc 1LF
4jnm 1LJ
4l6s 1WQ
4lgg VGG
4nh8 2LC
4o6w 7-mer
4o97 NTX
4p1u 21G
4qmn DB8
4rpv 3UR
4rx5 3YO
4tlr 33H
4uwh JXM
4wcu 3KQ
4xoc KGM
4yne 4EK
4yzc STU
4zom 4Q3
5am1 I5T
5anw 9CQ
5bqh 4UK
5bue 4V8
5eyc 5SZ
5eyk 5U5
5fqc OK3
5hg8 634
5i4v 67S
5izq 83A
5j79 6GE
5jur 6NS
5jyo 63J
5mjb 7O3
5mpk 0BC
5mw2 U52
5n70 8-mer
5vi6 4-mer
5vlr 9EM
5wlv 42G
6b4h IHP
6c1s EFV
6ccy EX4
6csp FBM
6dvm HBJ
6fyk EAZ
6g9n ESN
6hgy G4B
6ny4 Z3A
6ocz M6Y
6ow2 NB4
6pl3 OOD
6qae HUK
6qzh JLW
6rj6 K5K
6rpg KDW
3jzc 4HY
6kzd DZ6
1r1i TI1
3hc8 PD4
3kjd 78P
3q96 0NF
4fcb 0T7
4hwo 409
4mbl 26L
4yay ZD7
5mjn 7O8
5sxm 8-mer
6e2o S0L
6i5y YSA
6kdz D79
6rz6 KNW
1hos PHP
1ibg OBN
1ppl 1Z7
2byr MLK
2zis NH8
3ejp HN2
3g6g G6G
3kfc 61X
3rwg 9-mer
3t8s I3P
3v51 I76
4ynd 4GQ
5amd 45I
5hzx 2GE
5i9y 1N1
5nhv 8QB
5nxg RA1
5svl ATP
6c7e EOG
6hk4 G8E
6o50 EBW
3so9 017
1bgq RDC
1q1g MTI
1yye 196
2h8h H8H
2i0j I0G
2r5q 1UN
2w6t 10-mer
2w78 7-mer
2x4z X4Z
2yne YNE
3dkf SX8
3ejq HN3
3ejr HN4
3v7x D7A
3vrt YS2
4hy4 1BG
4kmz FOL
4re3 GIM
4tpk 3F9
4uwl 7A5
5caq 4ZJ
5j6m 6FJ
6ikm SPD
6peb OE4
3r5t VBN
1akw FMN
1hkj 3-mer
1m7q DQO
2fky N2T
2gu8 796
2iit 872
2itz IRE
2wky IBC
3ibi BOW
4ezl 0SE
4mx9 2E8
4tpp 35D
5hk2 61V
5idn 6A7
5nbw 8SK
5u6d 7XG
6dkg GO7
6h37 FKQ
6jmf 9FC
6nvi XL7
1bwa XV6
1ikw EFZ
1yy4 4NA
2r5b 17-mer
3b66 B66
3bqn BQN
3fhe 28P
3k5g BJC
3m6f BJZ
3oe0 16-mer
3s43 478
3sxf BK5
3t3u BK6
4efs E37
4f65 0S9
4gj2 0XH
4jg8 1LE
4ke1 1R6
4qf7 C0R
4qjp V1F
4qlt 39V
5a3q DL5
5cf5 50W
5sz3 72H
5upf 8HV
6ebw J3Y
6prf 7OA
4b00 I6X
4ban M6S
6gl8 F3Q
1a61 00N
1azl FMN
2bbb HH1
2cej 1AH
2h42 VIA
3dt1 P40
3qqu 01P
3ryz RYZ
4bf1 9FK
4dru 0LN
4fcf MA4
4hf4 15H
4jx9 URI
4nrl SIA
4tpm 35E
4zim 4OK
5egm 5NY
5htz 66J
5n9s 8QW
5ubt 85S
5vio 9E4
5ylu HKT
5zvw 6-mer
6euv 21G
6h7j 5FW
6n3o KA7
6r7d JUQ
3f17 HS4
4ee0 0O4
5of0 9TB
1g45 FSB
1mue CDD
1r1j OIR
1t31 OHH
2qry TPS
2qt9 524
3f88 3HT
3hkw IX6
3s71 EVD
3wig CHU
3zev 8-mer
4g9c 0WP
4pft MAB
4qd6 30T
4x6x S74
4ydn 2WN
4zyf 4T4
5e8f 5-mer
5hbe 5Y6
5hbj 5Y8
5jga 6KC
5nhy 8XT
5uwk 8OM
5x74 JAY
5zwi 9KX
6dki GOD
6e3m HOG
6gcw EUQ
6hd4 FYW
6jjz 18-mer
6std MS2
6un3 XT8
2oax SNL
4kp0 KPK
1i9n IOA
1n9a FTI
2i47 KGY
2pja 33Z
2rg6 287
2x39 X39
3cjo K30
3d1x ROC
3kqc LGK
3nox 6A5
3s68 TCW
3t19 5MA
3u8k 09P
3vnt 0JA
4bbf O19
4p0n 1IR/1IS
5edu TSN
5epn 5R2
5f4n 5UY
5hgc HCY
5hu1 66F
5n93 8QE
5td2 7AE
5tq3 7GZ
6b5t 15-mer
6ds0 H8M
6e5b HUJ
3u1y 03I
6aqf ZMA
6e59 L76
2nw4 8NH
2qd6 065
3c6t M14
3iw4 LW4
3jsi WTC
3m8p 65B
3p76 P76
3s3r 0IW
4jmh 13-mer
4lgu 1YH
5a3s 128
5f1z 5U3
6ge0 EVQ
6h96 FWE
6jut C9O
2q55 MU0
5cj6 51Y
1bcd FMS
1bji DPC
1dmt RDF
1f9e 5-mer
1g4j FFB
1haa 13-mer
1hfs L04
1ida 0PO
1jgl EST
1jiz CGS
1jyq 4-mer
1lnm DTX
1npa 3NH
1npw LGZ
1ohr 1UN
1pxo CK7
1rne C60
1svg I04
1t7j 478
1w13 SM1
1xap TTB
1y0x T44
2b7d C1B
2be2 R22
2bpm 529
2bvx 5CB
2dbl S5H
2f8g 017
2fl2 N4T
2fmb LP1
2fr3 REA
2h4n AZM
2hm1 LIQ
2i0e PDS
2i3z LIR
2jh0 701
2k31 35G
2nnq T4B
2nwl ASP
2oaz I96
2ojj 82A
2ovx 4MR
2pcp 1PC
2q2z MKK
2uwo 701
2vj8 HA2
2vnn CM7
2w0d CGS
2w17 I19
2wf1 ZY1
2wgj VGH
2wxv WXV
2wyg 461
2x2i QPS
2xvd AS6
2y5f XWG
2y7z C0Z
2y81 931
2yac 937
2yak OSV
3be2 RAJ
3bla DD3
3brn SRO
3d9z D9Z
3da6 BZ9
3eqr T74
3fdm 17-mer
3ge7 AFQ
3hvj 705
3hwn BD3
3i5z Z48
3i60 E86
3ik3 0LI
3l1s Z92
3lgp 50X
3lvp PDR
3oot SSR
3oyp 5-mer
3oz1 BMB
3pa5 C73
3ppj FOI
3qc4 MP7
3qk0 QK0
3s73 EVF
3thb 3TA
3wc5 DDK
4a7i A7I
4bah MEL
4d89 BXD
4d8c BXD
4eo6 0S2
4f1s F1S
4hxw 1A0
4hy1 19X
4i5h G17
4j53 1J4
4jjg 2-mer
4jlg 1L8
4k6z 1Q3
4lgh 0JN
4lxa 1YS
4n4v 2GY
4nwk 2R8
4o12 2QG
4o15 2P1
4occ 2TZ
4ps3 2WH
4q1c 2XM
4r5a 3J4
4rce 3LN
4rwj 66T
4uj9 S3N
4unr QZE
4x7o 3Z6
4xmo 46G
4yhp 16-mer
4yth 467
4zg7 4O0
4zwx 5KZ
4zwy 4SN
4zwz 510
5bnj 4TV
5c2e 4Y1
5dk4 5BX
5e2o 5JM
5e8r 5L6
5edq 5N3
5hcv 60R
5hg5 633
5ih9 6BF
5k0i 6PW
5kks 6U1
5ml4 RRQ
5nk4 90E
5sz2 72G
5t2i 74J
5tw3 7N1
5tzy 7OS
5u00 7OV
5ufr 88J
5ug8 8BP
5vgo 9B1
5w86 9YV
5x8i SQZ
5zkb 82F
6awo SRE
6cyd FKG
6d3y 14-mer
6e3n HNS
6e3o HNY
6e3p HO1
6edl J4M
6f22 C9B
6gev EWN
6ibx H9Z
6o9d LTY
6omu MZJ
6p1l 9LL
6r0x 8-mer
3t9t IAQ
1c12 TRZ
1eub 3-mer
1hc9 13-mer
1hkm 3-mer
1o5m 336
1x76 697
2pjc 343
2wj1 S99
3ckz ZMR
3lik EEG
3p8o L5T
3pwh ZMA
3ts4 EEG
3vf9 477
4bkj STI
4crc OTM
4hhy 15R
4ish 1GE
4ivb 1J5
4q1b 2Y0
4tv3 ML9
4x6o 3Y4
4xg8 X8G
5c42 29T
5c4u 4Y7
5ikb KAI
5j74 6GN
5jg1 6KR
5lrj 6-mer
5zwh 9N9
6b1f C8Y
6b1h C8Y
6br2 E3S
6br3 E3V
6dj7 G10
1cin MTS
1b6k PI5
1bl4 AP1
1mjj HAL
1pxh SNA
1sdv MK1
2anm CDO
2fl5 RBF
2opb F21
2vkm BSD
2wtv ZZL
3ce3 1FN
3eml ZMA
3q32 J2I
3r7r FAZ
3rz1 RZ1
3ti3 LNV
4ei4 0Q2
4gii 0X6
5k13 6Q7
5vkc 9EA
5zk3 QNB
5zwf 9KR
6d78 9-mer
6gdg NEC
6n3n KAV
6o94 LRS
3wt7 YA2
1bnv AL7
1d4l PI9
1lq2 IDD
1qft HSM
1ros DEO
1x38 IDD
1xpc AIT
1zp8 AB2
1zuc T98
2cne DFJ
2itt AEE
2j7x EST
2uz6 17-mer
2wkz 5AH
2yis YIS
3b5r B5R
3e4a QIX
3qdd 94M
3s3q C1P
4d09 788
4e4l 0NH
4ekg 0QJ
4frs 0V6
4kql 1SG
4m0f 1YK
4rss 4MG
4yhq G10
4yt7 4K1
5abh YWN
5ea3 5NK
5fgk 5XG
5i7u 6AJ
5n7v 8PT
5wal 9ZS
5znl 9G6
6b5r 15-mer
6eds J22
6jse C6R
6mq3 J22
4b7n ZMR
6me5 AWY
5y80 IRE
6cdp 8-mer
1cj1 C78
1csi CMX
1f1j 5-mer
1fkn 7-mer
1g46 F2B
1ryf GDP
1w5w BE4
2amv BIN
2ll7 17-mer
2q2y MKR
2q7m 2CS
2xn6 F6Y-T44
3d1z 017
3eyg MI1
3idp L1E
3oaf OAG
3rt4 LP5
3skc BR2
3vyf VYF
4g2w NI0
4ge9 0L0
4gk2 L66
4ksp 1SU
4ngq J37
4z9l 880
5cau 4ZR
5e2p 7P0
5j8x OK3
5k32 6Q2
5vm0 9EG
5vpm 9G7
5zhn 9D0
6bln DY4
6j5l B9C
6nzh L9A
6rne KA8
6stl TAU
1ork ATC
1yz3 SKA
1cim PTS
1czk FMN
1g54 FFB
1m0b 0ZQ
2ckm AA7
2ghg A53
2giu FBR
2hvc LGD
2p93 ME1
2r4f RIE
2r9m Y11
2zcq B65
2zxg S23
3bz3 YAM
3fvk 8DX
3nu4 478
3que 3FF
3tlh 3TL
3zlo X8U
4hrd OV1
4i5c C5I
4jmg 13-mer
4ks1 2H8
4na8 1T6
4oys 1TT
4x6n 3Y5
5bvn 4VD
5bvw 1N1
